,sentimen,Tweet,tweet_tokens
5481.0,0.0,temen doakan aku ya biar bisa dilancarkan buat ngerjain skripsi terutama bulan ini,"['teman', 'doa', 'lancar', 'ngerjain', 'skripsi']"
5482.0,0.0,kalau kamu mau dihormati harus mau menghormati,"['hormat', 'hormat']"
5483.0,0.0,ambik aku pls hahahahaha,"['ambik', 'pls', 'hahahahaha']"
5484.0,0.0,aku di bilang akun bisyar receh katanya iya gpp kok klo yg berasa highclass seh beda ya di senyumin aja,"['akun', 'bisyar', 'receh', 'iya', 'gpp', 'asa', 'highclass', 'seh', 'beda', 'senyumin']"
5485.0,0.0,ya tuhanku jadikanlah negeri ini mekah negeri yang aman dan jauhkanlah aku beserta anak cucuku daripada menyem,"['tuhan', 'jadi', 'negeri', 'mekah', 'negeri', 'aman', 'jauh', 'serta', 'anak', 'cucu', 'menyem']"
5486.0,0.0,siang happy friday sholat jumat nya jangan lupa ya aku habis ada kegiatan terus nanti ada latihan bareng team  ,"['siang', 'happy', 'friday', 'sholat', 'jumat', 'lupa', 'habis', 'giat', 'latih', 'bareng', 'team']"
5487.0,0.0,aku syg kamu martinricaardo dan kamu donimodaliolehyakub,"['syg', 'martinricaardo', 'donimodaliolehyakub']"
5488.0,0.0,uhan dalam tidurku malam ini aku mohon engkau siapkan rezeki surprise yang bagus untukku esok hari aamiin,"['uhan', 'tidur', 'malam', 'mohon', 'engkau', 'siap', 'rezeki', 'surprise', 'bagus', 'untuk', 'esok', 'aamiin']"
5489.0,0.0,adek tingkatmu kocak ae rek ngekek aku,"['adek', 'tingkat', 'kocak', 'ae', 'rek', 'ngekek']"
5490.0,0.0,aku jokowilagi,['jokowilagi']
5491.0,0.0,if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah,"['if', 'keli', 'tu', 'femes', 'apantah', 'kahkahkah']"
5492.0,0.0,aku nk bantu dia slagi aku mampu,"['nk', 'bantu', 'slagi']"
5493.0,0.0,kamu belum tentu lebih baik darinya dia belum tentu lebih baik darimu di balik fakta siapa lebih kaya secara materi le,"['dari', 'dari', 'fakta', 'kaya', 'materi', 'le']"
5494.0,0.0,siang boss qu jgn lupa makan siang dan selalu pentingin kesehatan kamu yaemangat untuk perfom nya nanti ya,"['siang', 'boss', 'qu', 'lupa', 'makan', 'siang', 'pentingin', 'sehat', 'yaemangat', 'perfom']"
5495.0,0.0,anak jiran aku umur tahun bagitau bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung hahahahahaahahaha,"['anak', 'jiran', 'umur', 'bagitau', 'bf', 'ko', 'gay', 'kak', 'sbb', 'tu', 'sudah', 'taknak', 'pegang', 'tetek', 'ko', 'laangsung', 'hahahahahaahahaha']"
5496.0,0.0,boleh tak aku nak cakap yang aku dah minat drama korea hahahha sial lah hahahaha,"['cakap', 'sudah', 'minat', 'drama', 'korea', 'hahahha', 'sial', 'hahahaha']"
5497.0,0.0,sesungguhnya aku hanya tinggal bersabar dan mematuhi nasihat baik kebaikan yang kulakukan adalah untukku,"['sungguh', 'tinggal', 'sabar', 'patuh', 'nasihat', 'baik', 'laku', 'untuk']"
5498.0,0.0,gag aku mah baik,"['gag', 'mah']"
5499.0,0.0,bwahahah aku sih pasti beli dua cuma ya mengingat harus beli albumnya beli phy juga qu bisa apa qaqa,"['bwahahah', 'beli', 'beli', 'album', 'beli', 'phy', 'qu', 'qaqa']"
5500.0,0.0,luvluv teman aku yg kordes,"['luvluv', 'teman', 'kordes']"
5501.0,0.0,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan,"['coba', 'amal', 'sikap', 'pergi', 'mampus', 'sayang', 'gagal', 'jenis', 'mudah', 'kasihan', 'mudah', 'maaf']"
5502.0,0.0,acara keren enterpreneurchool yg diadain sama ini wajib kamu datengin deh intelektual muda apalagi,"['acara', 'keren', 'enterpreneurchool', 'diadain', 'wajib', 'datengin', 'deh', 'intelektual', 'muda']"
5503.0,0.0,andai pun kita menyerah dan berkata sudah kau dan aku adalah kita yang terindah,"['andai', 'serah', 'indah']"
5504.0,0.0,jangan bersedih brader,"['sedih', 'brader']"
5505.0,0.0,pintar itu harus beradab klo hanya pintar aja iblis juga pintar apakah anda juga iblis aku lebih,"['pintar', 'adab', 'pintar', 'iblis', 'pintar', 'iblis']"
5506.0,0.0,jangan percaya dengan apa yang sedang kamu baca termasuk tweet ini ingin ngakak sendiri saat nulis ini,"['percaya', 'baca', 'tweet', 'ngakak', 'nulis']"
5507.0,0.0,awalnya mereka mentertawai apa yg kamu ciptakan lalu mereka mengikuti apa yg kamu ciptakan selanjutnya mereka bangga dg,"['tawa', 'cipta', 'ikut', 'cipta', 'bangga']"
5508.0,0.0,anak jiran aku umur tahun bagitau bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung hahahahahaahahaha,"['anak', 'jiran', 'umur', 'bagitau', 'bf', 'ko', 'gay', 'kak', 'sbb', 'tu', 'sudah', 'taknak', 'pegang', 'tetek', 'ko', 'laangsung', 'hahahahahaahahaha']"
5509.0,0.0,yang tau aku ya cuma aku sendiri sama tuhan jadi jangan pernah ngejudge seenaknya,"['tuhan', 'ngejudge']"
5510.0,0.0,aku yang baik,[]
5511.0,0.0,saya suka video aku tanya pak jokowi pakai bahasa jawa,"['suka', 'video', 'jokowi', 'pakai', 'bahasa', 'jawa']"
5512.0,0.0,al quran is the answer for everything that happens in this world termasuk alam semesta ini gimanaetiap permasala,"['al', 'quran', 'is', 'the', 'answer', 'for', 'everything', 'that', 'happens', 'in', 'this', 'world', 'alam', 'semesta', 'gimanaetiap', 'masala']"
5513.0,0.0,aku teringat ke hehe,[]
5514.0,0.0,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari ,"['allah', 'lindung', 'mu', 'siksa', 'kubur', 'siksa', 'neraka', 'jahanam', 'fitnah', 'hidup', 'mati']"
5515.0,0.0,akan ada masa dimana kamu yg dulunya selalu ngasih kabar ke orang tua dengan ucapan sprti ini ma pak uang anakmu habis,"['mana', 'dulunya', 'ngasih', 'kabar', 'tua', 'ucap', 'sprti', 'ma', 'uang', 'anak', 'habis']"
5516.0,0.0,suami pun dah macamherlock nak kena berfikir bagai utk dapat jawapan power haha,"['suami', 'sudah', 'macamherlock', 'kena', 'berfikir', 'jawapan', 'power', 'hahaha']"
5517.0,0.0,tuhan bijakkanlah aku dalam mengkhawatirkan masa depanku agar aku tak melumpuhkan masa kini ku,"['tuhan', 'bijak', 'khawatir', 'depan', 'lumpuh', 'ku']"
5518.0,0.0,aku tak power mana pun masak memasak nie tapi aku harap bila dah kawin nanti setiap hari aku dapat masakkan suami aku ,"['power', 'masak', 'masak', 'nie', 'harap', 'sudah', 'kawin', 'masak', 'suami']"
5519.0,0.0,aku tak akan menarik kembali kata kataku karena itulah jalan ninjaku,"['tarik', 'kata', 'jalan', 'ninjaku']"
5520.0,0.0,jika kamu ingin melupakan rasa marah terhadap seseorang ingatlah kebaikannya,"['lupa', 'marah', 'ingat', 'baik']"
5521.0,0.0,pertama kalinya ada yg ngadain ga sekaligus  baik bgt kakanya terhura aku,"['kali', 'ngadain', 'banget', 'kakanya', 'terhura']"
5522.0,0.0,aku lebih mencintai orang yang menegurku daripada orang yang memujiku kerana orang yang menegurku sebenarnya menyelama,"['cinta', 'tegur', 'puji', 'rana', 'tegur', 'lama']"
5523.0,0.0,kalo dia anggap kamu sahabat mau semarah apapun dia gak akan bisa benci lama lama pasti balik lagi,"['anggap', 'sahabat', 'marah', 'apa', 'benci']"
5524.0,0.0,bukan nak kata aku ni berani tapi kita tak boleh takut sangat dengan benda ni kita kena takut dengan allah je tapi ke,"['berani', 'takut', 'benda', 'kena', 'takut', 'allah']"
5525.0,0.0,aku merasakan sebuah pencerahan hari ini,"['rasa', 'cerah']"
5526.0,0.0,aku terhibur dendangan si ikan kaloi td talented huwaaaa,"['hibur', 'dendang', 'ikan', 'kalo', 'td', 'talented', 'huwaaaa']"
5527.0,0.0,haha mau ketawa ngakak di depan muka kamu boleh gasih,"['hahaha', 'ketawa', 'ngakak', 'muka', 'gasih']"
5528.0,0.0,aku mulai mendewasakan cinta membiarkan kata katamu amarahmu egoismu keras kepalamu lepas dari tubuhmuedangkan aku,"['dewasa', 'cinta', 'biar', 'kata', 'amarahmu', 'egois', 'keras', 'kepala', 'lepas', 'tubuhmuedangkan']"
5529.0,0.0,malu ah keliatan menel aku wkwkwkwkwk,"['malu', 'ah', 'liat', 'tel', 'wkwkwkwkwk']"
5530.0,0.0,terserah sampeyan mau bilang apa tapi aku manut habib luthfi dan khryarif rahmat bahwa bendera yg dimaksud dngn liwa dan,"['serah', 'sampeyan', 'manut', 'habib', 'luthfi', 'khryarif', 'rahmat', 'bendera', 'dngn', 'liwa']"
5531.0,0.0,iya kamu dari bali yaekalian mutualan yuk aku juga dari bali,"['iya', 'bal', 'yaekalian', 'mutualan', 'yuk', 'bal']"
5532.0,0.0,iya iya aku jg brcanda yang td wkwk,"['iya', 'iya', 'jg', 'brcanda', 'td', 'wkwk']"
5533.0,0.0,ada aku,[]
5534.0,0.0,yg aku butuh interaksi dari   yuk yg line segitu kuy mutualan nanti ku follow tapi auto followback ok rt aja,"['butuh', 'interaksi', 'yuk', 'line', 'segitu', 'kuy', 'mutualan', 'ku', 'follow', 'auto', 'followback', 'ok']"
5535.0,0.0,aku suka lovitta amp aliqa,"['suka', 'lovitta', 'aliqa']"
5536.0,0.0,ini yg namanya indonesia ini yg namanya toleransi ini yg namanya bhineka tunggal ika peti jenasah pendeta oma palese man,"['nama', 'indonesia', 'nama', 'toleransi', 'nama', 'bhineka', 'tunggal', 'ika', 'peti', 'jenasah', 'pendeta', 'oma', 'palese', 'man']"
5537.0,0.0,senangnya aku klo km ajak ke sana,"['senang', 'km', 'ajak']"
5538.0,0.0,ya allah ya tuhanku kau lindungilah kedua ibu bapaku disaat aku berjauhan dengan mereka,"['allah', 'tuhan', 'lindung', 'bapa', 'saat', 'jauh']"
5539.0,0.0,angeline miss katae mama aku cuma dapet dikit sinciaan kemaren me dapet berapa her juta katae kembali menguc,"['angeline', 'miss', 'katae', 'mama', 'dapet', 'dikit', 'sinciaan', 'kemaren', 'me', 'dapet', 'her', 'juta', 'katae', 'menguc']"
5540.0,0.0,mu gemes banget adminnya aku ga jadi marah,"['mu', 'gemes', 'banget', 'adminnya', 'marah']"
5541.0,0.0,karna sekarang aku lagi ulang tahun dan besok hari enip nya ikon aku bakal adain ga pulsa  untuk orang cukup aj,"['karna', 'ulang', 'besok', 'enip', 'ikon', 'adain', 'pulsa', 'saja']"
5542.0,0.0,kalo aku yg menang jajanin ya wkwk,"['menang', 'jajanin', 'wkwk']"
5543.0,0.0,aku pernah gak buat gini tapi apesal tak baik baik jugak hahahahawau,"['gin', 'apesal', 'jugak', 'hahahahawau']"
5544.0,0.0,seseorang yang berarti tak akan dengan mudah kamu miliki jika kamu sungguh mencintai jangan pernah berhenti berusaha untuk hati,"['mudah', 'milik', 'sungguh', 'cinta', 'henti', 'usaha', 'hati']"
5545.0,0.0,kalau itu mah aku juga ngerti atuh,"['mah', 'ngerti', 'atuh']"
5546.0,0.0,kehidupan adalah yang terjadi pada dirimu dan sisanya adalah bagaimana kamu menghadapinya,"['hidup', 'diri', 'sisa', 'hadap']"
5547.0,0.0,ho meta aku ws mg ahhahahah,"['ho', 'meta', 'ws', 'mg', 'ahhahahah']"
5548.0,0.0,kamu dulu hehe,[]
5549.0,0.0,aku tahu didepanku banyak halangan dan rintangan tapi aku tak akan berhenti dan menyerah,"['depan', 'halang', 'rintang', 'henti', 'serah']"
5550.0,0.0,nasib baik akak aku normal,"['nasib', 'akak', 'normal']"
5551.0,0.0,hahahaha kamu ya klo ada ice cream nyium aja deh besok aja ya imo jemput mau klo hari ini imo mau pacaran dulu,"['hahahaha', 'ice', 'cream', 'nyium', 'deh', 'besok', 'imo', 'jemput', 'imo', 'pacar']"
5552.0,0.0,lah kan emang cantik dek masa iya ganteng kalo kamu ganteng trs gua apaan dek,"['emang', 'cantik', 'dek', 'iya', 'ganteng', 'ganteng', 'trs', 'gua', 'dek']"
5553.0,0.0,wow aku salute org yg ada kesabaran yg tinggi niiiii huhuhu,"['wow', 'salute', 'org', 'sabar', 'niiiii', 'huhuhu']"
5554.0,0.0,kalo di surabaya liat cece cece ngomong kayak anak jaksel tapi logat  suroboyo gyettt be like lah ya ntik gua pick up,"['surabaya', 'liat', 'cece', 'cece', 'ngomong', 'kayak', 'anak', 'jaksel', 'logat', 'suroboyo', 'gyettt', 'be', 'like', 'ntik', 'gua', 'pick', 'up']"
5555.0,0.0,ehh nakk haha aku kdg ngam cantik kdg tu ter jauh plak smpai kene bukak seatbelt nak hulur keluar haha,"['ehh', 'nakk', 'hahaha', 'kdg', 'ngam', 'cantik', 'kdg', 'tu', 'ter', 'plak', 'smpai', 'kene', 'buka', 'seatbelt', 'hulur', 'hahaha']"
5556.0,0.0,jangan terburu buru mengartikan segala yang baru kamu lihat dari permukaan segala yang tampak belum tentu sesuai letak,"['buru', 'buru', 'arti', 'lihat', 'muka', 'sesuai', 'letak']"
5557.0,0.0,tls followan ama aku yukk rep rt kita temenan,"['tls', 'followan', 'yukk', 'rep', 'temenan']"
5558.0,0.0,tuhan memang mentakdirkan kita untuk saling berjauhan tetapi aku yakin tuhan memiliki rencana besar dibalik itu semua,"['tuhan', 'takdir', 'jauh', 'tuhan', 'milik', 'rencana', 'balik']"
5559.0,0.0,dengan tata ruangan yang bikin kamu nyaman deh buat nongkrong,"['tata', 'ruang', 'nyaman', 'deh', 'nongkrong']"
5560.0,0.0,sentaknya terdiam akan bungkusan mie yang ia lihat guys lihat deh aku dapet apa kocak banget gak sih ,"['sentak', 'diam', 'bungkus', 'mie', 'lihat', 'guys', 'lihat', 'deh', 'dapet', 'kocak', 'banget']"
5561.0,0.0,kamu tidak perlu menjadi bulan atau bintang untuk terlihat sempurna karena menjadi dirimu sendiri adalah sebuah kesempurnaan,"['bintang', 'sempurna', 'diri', 'sempurna']"
5562.0,0.0,hahahah agree nak mengadu itu ini panggil awak saya selalu whatsapp hmmm pastu kite marah kite,"['hahahah', 'agree', 'adu', 'panggil', 'awak', 'whatsapp', 'hmmm', 'pastu', 'kite', 'marah', 'kite']"
5563.0,0.0,nampak sgt aku tkde life hahahaha,"['nampak', 'sgt', 'tkde', 'life', 'hahahaha']"
5564.0,0.0,pak aku pengen nikah pak nduk nikah kue ibadah ojo kesusu ndak ra khusuk nduk paaak,"['ken', 'nikah', 'nduk', 'nikah', 'kue', 'ibadah', 'ojo', 'kesusu', 'ndak', 'ra', 'khusuk', 'nduk', 'paaak']"
5565.0,0.0,guys aku jumpa ayat yang berguna untuk digunakan time korang tengah putus asa sabar terbahagi kepada dua iaitu sabar,"['guys', 'jumpa', 'ayat', 'guna', 'time', 'korang', 'putus', 'asa', 'sabar', 'terbahagi', 'iaitu', 'sabar']"
5566.0,0.0,ana uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kerana allah,"['ana', 'uhibbuki', 'fillah', 'hatta', 'fil', 'jannah', 'abad', 'abada', 'cinta', 'syurga', 'rana', 'allah']"
5567.0,0.0,mau daftar jadi driver ojol,"['daftar', 'driver', 'ojol']"
5568.0,0.0,doa rezeki tak putus inna haa zaa larizquna maa lahu min na fadesungguhnya ini ialah pemberian kami kepada kamu pember,"['doa', 'rezeki', 'putus', 'sungguh', 'beri', 'pember']"
5569.0,0.0,aku doakan lelaki yang tengah kerja cari duit untuk pasangan masing masing diberikan kesihatan dan dimurahkan rezekiemo,"['doa', 'lelaki', 'kerja', 'cari', 'duit', 'pasang', 'kesihatan', 'murah', 'rezekiemo']"
5570.0,0.0,happy videogameday untuk seluruh gamers dimanapun kamu beradaemoga engga cuman main gamers juga bisa berprestasi lewat ,"['happy', 'videogameday', 'gamers', 'mana', 'beradaemoga', 'engga', 'cuman', 'main', 'gamers', 'prestasi']"
5571.0,0.0,setuju deh sama kamu,"['tuju', 'deh']"
5572.0,0.0,moga baik saja  dapat baby comel,"['moga', 'baby', 'comel']"
5573.0,0.0,yuk intip gaya busana julie laiskodat ini bisa jadi refrensi kamu ke kondangan lewat,"['yuk', 'intip', 'gaya', 'busana', 'julie', 'laiskodat', 'refrensi', 'kondangan']"
5574.0,0.0,aku mohon tepatilah janjimu penantiancintaeps,"['mohon', 'tepat', 'janji', 'penantiancintaeps']"
5575.0,0.0,aku akan bertahan selagi aku bisa namun disaat aku sudah tak bisa dan tak kuat bertahan maka aku akan pergi dan menjauh,"['tahan', 'selagi', 'saat', 'kuat', 'tahan', 'pergi', 'jauh']"
5576.0,0.0,wkwkwk ketawa aku kalo sedaerah sekalian meet up deh ,"['wkwkwk', 'ketawa', 'daerah', 'meet', 'up', 'deh']"
5577.0,0.0,ocit kangen banget ini aku irene dapet acc dari temen dan mau balik rpw,"['ocit', 'kangen', 'banget', 'irene', 'dapet', 'acc', 'teman', 'rpw']"
5578.0,0.0,hayuk mas aku mau,"['hayuk', 'mas']"
5579.0,0.0,iya juga yaa ternyata aku sehebat itu,"['iya', 'yaa', 'hebat']"
5580.0,0.0,itu apalagi cuma tuduhan tak berdasar opo aku ra tambah ngguyu,"['tuduh', 'dasar', 'opo', 'ra', 'ngguyu']"
5581.0,0.0,gaisss gaiss aku mau ajak kalian bernostalgia nihh yukk simaxxxx,"['gaisss', 'gaiss', 'ajak', 'nostalgia', 'nihh', 'yukk', 'simaxxxx']"
5582.0,0.0,aku yg ngobatin kalo kamu sakit,"['ngobatin', 'sakit']"
5583.0,0.0,kalaulah dengan senyuman boleh pulihkan hati aku yang sakit ni aku sanggup senyumetiap masa aku sanggup,"['senyum', 'pulih', 'hati', 'sakit', 'sanggup', 'senyumetiap', 'sanggup']"
5584.0,0.0,tapi aku mencintaimu emha ainun nadjib ep tetes tak mungkin kau temukan alama,"['cinta', 'emha', 'ainun', 'nadjib', 'ep', 'tetes', 'temu', 'alama']"
5585.0,0.0,iya tulus itu coba saja kamu fokus bersihin jerawat biar pede lagi,"['iya', 'tulus', 'coba', 'fokus', 'bersihin', 'jerawat', 'pede']"
5586.0,0.0,dan memang terbuktilah aku lagi tertarik dengan orang yg kelakar hahaahahahahaha,"['bukti', 'tarik', 'kelakar', 'hahaahahahahaha']"
5587.0,0.0,hanya karena kamu ditolak tidak berarti kau harus bersedih,"['tolak', 'sedih']"
5588.0,0.0,aku ganteng weareskatepunkers,"['ganteng', 'weareskatepunkers']"
5589.0,0.0,tidak ada yang sia sia jika kamu bisa mengambil hikmah dari setiap masalahemua hanya proses pembelajaran diri untuk men,"['sia', 'sia', 'ambil', 'hikmah', 'masalahemua', 'proses', 'ajar', 'men']"
5590.0,0.0,semoga kamu tdk secepatnya berlalu,"['moga', 'cepat']"
5591.0,0.0,kamu mau kemana sih udah disini aja diluar dingin biar aku peluk ucap kasur kepadaku di setiap pagi hari,"['mana', 'luar', 'dingin', 'peluk', 'kasur', 'kepada', 'pagi']"
5592.0,0.0,aku akan meyakinkan smw org bahwa mohini mencintai hartamu mohini penantiancintaeps,"['smw', 'org', 'mohini', 'cinta', 'harta', 'mohini', 'penantiancintaeps']"
5593.0,0.0,mau dong aku lg butuh acc,"['lg', 'butuh', 'acc']"
5594.0,0.0,aku tidak akan melepaskan tanganmu sebelum kau melepaskannya full house,"['lepas', 'tangan', 'lepas', 'full', 'house']"
5595.0,0.0,aku suka orang cakap macam ni even tak rasa benda tu menyusahkan pon at least aku tahu dia appreciate pertolongan aku https,"['suka', 'cakap', 'even', 'benda', 'tu', 'susah', 'pon', 'at', 'least', 'appreciate', 'tolong', 'https']"
5596.0,0.0,wkwkwkwkwkwwk tumben sekali kamu bepikir positip iiiaaaa,"['wkwkwkwkwkwwk', 'tumben', 'bepikir', 'positip', 'iiiaaaa']"
5597.0,0.0,izinkan aku berbahagia karena aku serius bisa buat photocard sendiri lel,"['izin', 'bahagia', 'serius', 'photocard', 'lel']"
5598.0,0.0,aku suka liat kakaknya jadi mas adimas lagi dong kalo sehun,"['suka', 'liat', 'kakak', 'mas', 'adimas', 'hun']"
5599.0,0.0,di hari jumat yang baik dan mustajab ini aku ingin berdoa yaa allah berikan hamba keberanian untuk keluar dari,"['jumat', 'mustajab', 'doa', 'yaa', 'allah', 'hamba', 'berani']"
5600.0,0.0,aku pengen ini ya allah,"['ken', 'allah']"
5601.0,0.0,hahahahahahah selalu umpan aku dgn bakso cheese kan hahaha inshaallah nanti kalau jd buat aku gtau,"['hahahahahahah', 'umpan', 'bakso', 'cheese', 'hahaha', 'inshaallah', 'gtau']"
5602.0,0.0,wkwk harusnya aku tanya juga pertanyaan itu karena aku kepo and  knew her since long,"['wkwk', 'kepo', 'and', 'knew', 'her', 'since', 'long']"
5603.0,0.0,rlt ini di mall aku nemu ginian ngakak bgt,"['rlt', 'mall', 'nemu', 'ginian', 'ngakak', 'banget']"
5604.0,0.0,rlt inilah alasan kenapa aku cinta twitter cr sharpanocopath,"['rlt', 'alas', 'cinta', 'twitter', 'cr', 'sharpanocopath']"
5605.0,0.0,aku cuba utk tak awkward dgn kau aku berterima kasih sbb kau pun membantu,"['coba', 'awkward', 'terima', 'kasih', 'sbb', 'bantu']"
5606.0,0.0,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag,"['bahagia', 'habis', 'bagi', 'tahu', 'bahagia', 'tambah', 'sedia', 'berbag']"
5607.0,0.0,dan hendaklah mereka memaafkan dan berlapang dada apakah kamu tidak suka bahwa allah mengampunimu dan allah ma,"['maaf', 'lapang', 'dada', 'suka', 'allah', 'ampun', 'allah', 'ma']"
5608.0,0.0,seorang ksatria patriot pasti mengayomi yg lemah buktinya kita semua tau siapa yg menulis buku aku bangga jadi anak pki ,"['ksatria', 'patriot', 'ayom', 'lemah', 'bukti', 'tulis', 'buku', 'bangga', 'anak', 'pki']"
5609.0,0.0,aku suka tobeli,"['suka', 'tobeli']"
5610.0,0.0,kamu suka kanuka dongg,"['suka', 'kanuka', 'dongg']"
5611.0,0.0,terkadang untuk membuatmu menyadari siapa dirimu tuhan tak memberi orang yang kamu inginkan tapi orang yang kamu butuhkan,"['terkadang', 'buat', 'sadar', 'diri', 'tuhan', 'butuh']"
5612.0,0.0,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak ,"['suka', 'org', 'syg', 'cari', 'letak', 'sbg', 'priority', 'diauka', 'duka', 'susah', 'senang', 'cari']"
5613.0,0.0,jika allah memberi kamu nikmat sepotong roti saja syukurilah itu kerana allah tidak membuat kamu meminta minta kepada ora,"['allah', 'nikmat', 'potong', 'roti', 'syukur', 'rana', 'allah', 'ora']"
5614.0,0.0,gak ada bosannya nunggu kamu balik lagi sama aku,"['bosan', 'nunggu']"
5615.0,0.0,alhamdulillah baru sampe rumah nih hari yang panjang sekali jadi ngantuk banget sampe susah melek tetapi aku seneng,"['alhamdulillah', 'sampe', 'rumah', 'ngantuk', 'banget', 'sampe', 'susah', 'melek', 'neng']"
5616.0,0.0,sarah gtayang hahahah tersasul panggil sayang hahahahah lawak abang ipar aku ni,"['sarah', 'gtayang', 'hahahah', 'tersasul', 'panggil', 'sayang', 'hahahahah', 'lawak', 'abang', 'ipar']"
